clean_text,category
"Holding and conditional wining declaration for IK is basically supporting Sicilian Mafia to work free and no one will defeat  CEC s claim for free n fair election is working well for PTI only  Unfortunate an ex SC Judge is creating doubts on judgements passed in his tenure" , 1
"I m at SF Strike Bowl in Kathu  Phuket https   t co cbFnl8hxPo" , 0
" Resource  scarcity  climate change  deepening inequility  all of the challenges facing modern society  amp  businesses mean we need to fundamentally reinvent the way we think about leadership   Anthony Howard" , 0
"In the latest  CTCWP Sentinel show that according to best estimates   6 000  Islamic State fighters exist across 9  cells  in  Africa " , 1
"Hon Prof Ephraim Kamuntu says his presence in Namayingo is a Presidential directive to make sure a solution is sought to save people from being attacked by crocodiles  He says there need for people to co exist with Wildlife as government comes up with solutions to the problem  https   t co yqdlKNCZ3X" , 1
" The partnership can also stimulate non partners to coordinate their efforts with the partnership  helping to create a collective impact that is so much greater than the sum of the individual parts  Dr Eric Bing From  YALINetwork online courses    Young beninese should understand" , 0
"Apparently am an absentee father   " , 0
"Also on  cnni today  dozens of children killed in Saudi led airstikes in Yemen  Saudi spokesperson blames the Houthis for the attack on the school bus  Saudi are armed by the USA  The USA will soon start a war with Iran " , 1
"MinGender Rep says we need a  mozambicanization  of the Spotlight Initiative to eliminate violence against women and concrete actions across sectors to make change happen  https   t co RygCHQol3R" , 1
"Muito obrigada European Union from all Stakeholders for your generous support towards Ending Violence against Women in  Mozambique  And best wishes Sven Burgsdorff  EU Rep  in Brussels  https   t co Ew5EmiPG4h" , 0
"The most striking detail during my trip to the Angkor Wat has to be these beheaded Buddha statues    While the reason may be due to a difference in ideology  some people believe that money  https   t co sGegcAh5eJ" , 0
" markantro Essentially those that existed in power to serve the people  The system of appointment is so subjective now on how much money you can throw at the campaign don t expect any more greats " , 1
" trinityadam  This is the Twitter handle created to promote the visit2nepal2020  campaign   Please Follow and retweet     Please promote Nepal tourism   https   t co oLJSFD6OQZ  visit2nepal2020" , 0
" Murena Rabudzi  This is the Twitter handle created to promote the visit2nepal2020  campaign   Please Follow and retweet     Please promote Nepal tourism   https   t co ynVVnzmvRf  visit2nepal2020" , 0
" lady princess7  raducom  deepaksaxena88  RemmeRDer  bonitamukherje1  SpiritRider1  GainsDrivePr  junwurain  BarazaV  Diane91182  saraelmetti  LucasSwanson9   Carol2018  SBONISO1936  kittymayo7101  This is the Twitter handle created to promote the visit2nepal2020  campaign   Please Follow and retweet     Please promote Nepal tourism   https   t co ynVVnzmvRf  visit2nepal2020" , 0
" PR Paul BIYA with his family left Yde officially this morning to unknown destination  But  it is nationally known  he has gone to Geneva  his second home where some indiscretions says  he will undergo medical check up before 2018 presidential election campaigns  francediplo EN" , 0
"Not an easy task for the newly appointed presiding prince  but surely the Cambodia royalist party need new leadership to ensure some future  But question remains whether the Royal family should be involved in politics now that Monarchy s future is ensured  https   t co HHX2YHKA7y" , 0
" 1F sts  This is the Twitter handle created to promote the visit2nepal2020  campaign   Please Follow and retweet     Please promote Nepal tourism   https   t co FLImYOng5x  visit2nepal2020" , 0
"10 more suspects arrested over alleged ponzi scheme   OD Capital  promised high returns to investors who lost B130m " , 0
"The demographics of the participants is very different from usual youth led protests  The average age  and probably the income  is visibly much higher " , 1
" happy anniversary Mr and Mrs Kolisi  May the Lord continue to be the glue to this relationship   wishing many more filled with Love  joy  happiness and understanding  sending lots of  https   t co JUaS0RP37L" , 0
" ass bokvng Bubble bath and bath bombs you re good to go  https   t co vxTJX8t28v" , 0
"When u meet the individual that stoned the wrong presidential vehicle  https   t co zwGs3OxDsX" , 1
"Collect baseline data as if you have to defend it in court including valuation  asset registers   In some instances  you might have to   BestPractices  Resettlement" , 0
"what a strike   " , 0
"Today Is The 21st Death Anniversary Of Nusrat Fateh Ali Khan Sahab  We Will never get a legend like him again    https   t co AsDll9T2UW" , 0
" mdgoje1  Abdulsj02  drmkamosa  lofynda  lizjidon  Sir farashee  t usman  IshaqIbnm  gatarawa  yahayaismail135  Dr Sadiq Gombe  SadiqBe32716972  HassanObaro  Dantofi01  suleimanalkali4  Bhadmus19  Lawal bilya Sar  AdamuAuwaluAhm1  jibo78  sannifatai31  Abdulka14259146 Aha our good leader  I did it all on to u ser  may your life continue to be blessed ameeeen  welcome to good social media  " , 0
" VeeMubzz says SADC heads  mnangagwa ed have failed to whip some religious sects on ugly practices such as child marriages amp domestic violence due to their plea for votes We need a leadership firm on principle amp consistent at all costs  ZIMCODD1  OSISA  tsunga arnold  2018SADCSummit" , 1
" Mahdi alummah  sierraltimes  Orange sierra  cnni  euronews  TheSun  cornellsun  UNICEFSL  WHOSierraLeone  BBCWorld  FoxNews  FromImamMahdiToAllHumans  SierraLeone  My honorable brother who is asking about the demonstrations of Bahrain    https   t co M8upuJ8ueN    " , 1
"Is this the start of an armed rebellion in the Wouri division of the Littoral  Unidentified Armed individuals are reported to have attacked this night  the gynecological obstetrics pediatric hospital  located in Yassa  a neighborhood onthe outskirts of Douala  economic capital" , 1
"Eminem  I m space bound rocket ship and your heart the moon " , 0
"On the way to arrest law breakers or from mission   JBoinnet  DPPS KE  InteriorKE  RobertAlai  bonifacemwangi  FredMatiangi  https   t co aj4C859WjF" , 1
" leskidz    you are good for my faith and ego " , 0
" BREAKING  FIFA says Nigerian Football Federation  NFF  will no longer be suspended  Suspension threat was issued last week over a leadership dispute in the NFF that dates back to 2014   AFP" , 0
"BUYING CONSCIENCE by roque leaders of poor countries is a crime againt humanit    must be fought by all means       " , 1
"White Doctor Says He Was Treated Like a  Black person  at the hands of police  during arrest at Orlando Airport https   t co 1O3VwDa5NA" , 1
"  Eid Mobarake to everyone  May it brings peace and stability everywhere" , 0
" obyezeks  PoliceNG We forget that for a protest or demonstration to be take place police consent should be given  Even if the protest is done with out noise the  NGPoliceForce most grant it s consent  You can t wake one morning to disrupt people s lives" , 1
" FundThatWall  hogmania2  realDonaldTrump  This is the Twitter handle created to promote the visit2nepal2020  campaign   Please Follow and retweet     Please promote Nepal tourism   https   t co vBkybdZ8Au  visit2nepal2020  wonderlust" , 0
"You claim to be activist   Is it castivist or human activist  Is it bcus they are igbo  Or bcus they are Biafran  Or bcus their protest does not suit your narrative  Or the women is not from your tribe or region  If you decide to be silent  we will talk   FreeBiafraMothers" , 1
"As we know Kerela is going through one of the worst floods  I request everyone to help them with whatever they can   I also urge the Temples  Mosques  Churches  Gurudwara and all the  https   t co 8epDHoueRy" , 0
" sophlaetitia  FemaleBloggerRT  This is the Twitter handle created to promote the visit2nepal2020  campaign   Please Follow and retweet     Please promote Nepal tourism   https   t co N8BZ7v8j4j  visit2nepal2020  wonderlust" , 0
" FromImamMahdiToAllHumans 2 The Imam Mahdi confirms that the freedom of doctrine of the worship hood to Allah  it is the law of the call of the messengers in all of the Books   Imam Nasser Mohammad Al Yemeni 13   10   2015 AD 09 35 am https   t co 8NFwYl2Kmm                https   t co lL4Kv50wsy" , 0
" NewsShopperSprt ziakhan919 will design the perfect logo for your business for  5 on  Fiverr https   t co Wf8XsJnZLl" , 0
"THREAD   impressive photos of displays of peaceful protests by  Rohingya refugees in  Bangladesh commemorating  25 August Black Day  on the one year anniversary of the violent purge from  Rakhine  Myanmar   1 https   t co Fsb1WkhqOT" , 1
"John McCain  senator and former presidential candidate  dies at 81  CNNPolitics https   t co AXgCKK4aJo He was a great American " , 0
" Flames of Peace  is an  UN CAR  amp   UN OROLSI campaign of weapon burning ceremonies in Central African Republic  In Bria   CAR  1 067 weapons were destroyed on 2 Aug  improving security  amp  offering support to communities  amp  members of armed groups that have since laid down arms  https   t co rDGQVEXuLz" , 1
" CBSNews Crooked politicians  They can say to get elected " , 1
" Mukami Mungai  PRSA Roadsafety It shows she was an ODM CORD sympathiser during the first presidential petition going by who is representing her  Anyway her career is over  A judge should be above suspicion  Her Husband Amos Wako is already wealthy  What is all this wealth for" , 1
"Selfie time this morning at the orphanage our Hope Commission international Togo partner with    hopeexpedition  hopecommission  hope  love  faith   Togo https   t co N7AllvXxK0" , 0
"Speech in parliament   GroenewaldPJ Critical Infrastructure Protection Bill  Competent government and officials must protect country s infrastructure  not laws  https   t co 6557tpyIJp via  YouTube" , 1
"Report   CSID Summer Academy  Values of Moderation and Tolerance in the Face of Violence and Extremism  From Training to Raising Awareness      https   t co truuZ21ID1" , 1
" HappeningNow    Prime Minister Hassan Ali Kheire pays courtesy call to welcome back the former President HE  Hassan Sh Mohamoud  at his residence  in Mogadishu   Photo credit to Mohamed Naik  SomaliPM  HEhassansheikh https   t co ypDivVm0jT" , 0
"Holy Father  today is not just a new day but a different one  I have seen the sorrow and misery of yesterday but I want to witness victory of today and Jubilations of tomorrow   Bless my Day Father  Walk with me   Win today s battle for me   In Jesus Name I Pray Amen" , 0
